hp_diff,hazards_active,is_late_game,action
23.20441988950276,0,1,0
47.237569060773474,0,1,0
0.0,0,1,0
15.469613259668506,0,1,0
-35.14538048957535,0,1,0
0.0,0,1,1
24.710424710424704,0,1,0
37.06563706563707,0,1,0
-92.0,0,1,0
0.0,0,0,1
0.0,0,0,1
-35.025175328178385,0,0,0
-13.3115796519411,0,0,1
83.13253012048193,0,0,1
0.0,0,0,0
88.14814814814815,0,0,0
-25.925925925925924,0,0,1
17.804878048780488,0,0,0
45.68202348690153,0,0,0
0.0,0,0,1
69.51219512195122,0,0,1
25.759520753102265,0,0,0
43.12569426642741,0,0,1
0.0,0,0,0
-8.148148148148152,0,1,1
-2.2222222222222285,0,1,0
0.0,0,1,1
35.576923076923066,0,1,1
10.002616431187867,0,1,0
-68.16326530612245,0,1,0
87.05357142857143,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,0,0
0.0,0,0,1
-14.835594637606889,0,0,0
0.0,0,0,1
-85.08064516129032,0,0,0
84.50363196125907,0,0,0
-0.7302975865031627,0,0,0
0.0,0,0,1
-6.097560975609767,0,0,0
-12.195121951219505,0,0,0
-1.333979043761559,0,0,0
51.765431011710845,0,0,0
0.0,0,0,1
0.0,0,0,0
0.0,0,0,1
-55.38461538461538,0,1,0
-65.38461538461539,0,1,0
-75.38461538461539,0,1,0
0.0,0,1,1
52.63373402357347,0,1,0
0.0,0,1,0
0.0,0,1,0
-19.923371647509583,0,1,0
-27.58620689655173,0,1,0
42.804221995233235,0,0,0
-40.22140221402214,0,0,1
11.655131162949672,0,0,1
0.0,0,0,0
-51.48936170212766,0,0,0
21.608134666324872,0,0,0
55.94633854567204,0,0,0
0.0,0,0,0
-50.74850757691719,0,0,0
0.0,0,0,1
-65.09803921568627,0,0,0
0.0,0,0,0
59.71223021582734,0,0,0
12.195121951219505,0,0,0
6.097560975609767,0,0,0
23.103448275862064,0,1,0
-70.49096269709013,0,1,0
-37.46296946296946,0,1,0
0.0,0,1,1
-44.459307451433446,0,1,0
-46.02803027999878,0,1,0
78.37837837837839,0,1,0
84.55598455598455,0,1,1
56.58914728682171,0,0,0
0.0,0,0,0
-11.406844106463879,0,0,1
23.368187579214208,0,0,0
0.0,0,0,1
0.0,0,0,0
-18.58974358974359,0,0,0
43.7246963562753,0,0,1
0.0,0,0,0
0.0,0,0,1
4.368052999631949,0,0,0
0.0,0,0,1
0.0,0,0,0
24.86187845303867,0,0,0
30.38674033149171,0,0,1
-3.6283467913302125,0,1,0
0.0,0,1,0
14.917127071823202,0,1,0
0.0,0,1,0
37.79293064141798,0,1,0
0.0,0,1,0
-99.644128113879,0,0,0
67.66917293233084,0,0,0
12.449799196787154,0,0,0
15.838353413654616,0,0,1
-24.01690093708166,0,0,0
63.05220883534137,0,0,1
87.1264367816092,0,0,0
-77.51937984496124,0,0,0
0.0,0,0,1
21.951219512195124,0,0,1
0.0,0,0,0
0.0,0,0,0
0.0,0,0,0
0.0,0,0,1
6.101694915254242,0,1,0
-67.95774647887325,0,1,0
